
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C)
1427.375000,2.3650E-007,1427.375000,1.0680E-008,1427.375000,2.2144E001
1427.500000,2.3060E-007,1427.500000,9.2090E-009,1427.500000,2.5041E001
1427.625000,2.2510E-007,1427.625000,4.6660E-009,1427.625000,4.8243E001
1427.750000,1.8430E-007,1427.750000,3.1650E-008,1427.750000,5.8231E000
1427.875000,2.8720E-007,1427.875000,1.5300E-008,1427.875000,1.8771E001
1428.000000,2.4920E-007,1428.000000,8.4260E-008,1428.000000,2.9575E000
1428.125000,2.6820E-007,1428.125000,-4.4140E-009,1428.125000,2.6820E005
1428.250000,2.3430E-007,1428.250000,3.4420E-008,1428.250000,6.8071E000
1428.375000,2.7330E-007,1428.375000,1.6520E-008,1428.375000,1.6544E001
1428.500000,2.5790E-007,1428.500000,6.5160E-008,1428.500000,3.9579E000
1428.625000,2.7880E-007,1428.625000,4.1690E-008,1428.625000,6.6875E000
1428.750000,2.7930E-007,1428.750000,2.1310E-008,1428.750000,1.3107E001
1428.875000,3.0390E-007,1428.875000,1.9620E-008,1428.875000,1.5489E001
1429.000000,3.0600E-007,1429.000000,8.3340E-008,1429.000000,3.6717E000
1429.125000,2.9640E-007,1429.125000,6.3970E-008,1429.125000,4.6334E000
1429.250000,3.1450E-007,1429.250000,5.0340E-008,1429.250000,6.2475E000
1429.375000,2.5680E-007,1429.375000,4.0700E-008,1429.375000,6.3096E000
1429.500000,3.1940E-007,1429.500000,4.8340E-008,1429.500000,6.6074E000
1429.625000,3.8700E-007,1429.625000,7.0530E-008,1429.625000,5.4870E000
1429.750000,3.5710E-007,1429.750000,6.9860E-008,1429.750000,5.1117E000
1429.875000,3.0280E-007,1429.875000,5.6210E-008,1429.875000,5.3869E000
1430.000000,3.2920E-007,1430.000000,7.4690E-008,1430.000000,4.4076E000
1430.125000,3.7420E-007,1430.125000,3.1560E-008,1430.125000,1.1857E001
1430.250000,3.5020E-007,1430.250000,8.9100E-008,1430.250000,3.9304E000
1430.375000,3.0040E-007,1430.375000,7.6220E-008,1430.375000,3.9412E000
1430.500000,3.9400E-007,1430.500000,9.6360E-008,1430.500000,4.0888E000
1430.625000,4.1540E-007,1430.625000,9.4800E-008,1430.625000,4.3819E000
1430.750000,4.6980E-007,1430.750000,1.0370E-007,1430.750000,4.5304E000
1430.875000,3.8700E-007,1430.875000,9.4500E-008,1430.875000,4.0952E000
1431.000000,4.3670E-007,1431.000000,9.4130E-008,1431.000000,4.6393E000
1431.125000,4.4240E-007,1431.125000,9.8800E-008,1431.125000,4.4777E000
1431.250000,4.9020E-007,1431.250000,1.0200E-007,1431.250000,4.8059E000
1431.375000,4.2980E-007,1431.375000,1.0760E-007,1431.375000,3.9944E000
1431.500000,4.6930E-007,1431.500000,1.1290E-007,1431.500000,4.1568E000
1431.625000,4.4510E-007,1431.625000,1.0510E-007,1431.625000,4.2350E000
1431.750000,4.4510E-007,1431.750000,9.0790E-008,1431.750000,4.9025E000
1431.875000,4.5790E-007,1431.875000,1.3330E-007,1431.875000,3.4351E000
1432.000000,4.9570E-007,1432.000000,9.6820E-008,1432.000000,5.1198E000
1432.125000,5.3680E-007,1432.125000,1.4920E-007,1432.125000,3.5979E000
1432.250000,5.1520E-007,1432.250000,1.6220E-007,1432.250000,3.1763E000
1432.375000,5.3170E-007,1432.375000,1.2490E-007,1432.375000,4.2570E000
1432.500000,5.7550E-007,1432.500000,1.3520E-007,1432.500000,4.2567E000
1432.625000,5.6590E-007,1432.625000,1.6290E-007,1432.625000,3.4739E000
1432.750000,5.3610E-007,1432.750000,1.5930E-007,1432.750000,3.3653E000
1432.875000,6.0390E-007,1432.875000,1.7900E-007,1432.875000,3.3737E000
1433.000000,5.5040E-007,1433.000000,1.6210E-007,1433.000000,3.3954E000
1433.125000,6.5030E-007,1433.125000,1.8930E-007,1433.125000,3.4353E000
1433.250000,5.9740E-007,1433.250000,1.9770E-007,1433.250000,3.0218E000
1433.375000,6.1990E-007,1433.375000,2.1870E-007,1433.375000,2.8345E000
1433.500000,6.6240E-007,1433.500000,1.8930E-007,1433.500000,3.4992E000
1433.625000,6.7090E-007,1433.625000,2.4660E-007,1433.625000,2.7206E000
1433.750000,7.0930E-007,1433.750000,1.6660E-007,1433.750000,4.2575E000
1433.875000,6.8880E-007,1433.875000,2.3470E-007,1433.875000,2.9348E000
1434.000000,8.1970E-007,1434.000000,2.0550E-007,1434.000000,3.9888E000
1434.125000,7.3900E-007,1434.125000,2.4240E-007,1434.125000,3.0487E000
1434.250000,7.5430E-007,1434.250000,2.3050E-007,1434.250000,3.2725E000
1434.375000,7.9230E-007,1434.375000,2.5780E-007,1434.375000,3.0733E000
1434.500000,8.2410E-007,1434.500000,2.3360E-007,1434.500000,3.5278E000
1434.625000,8.4680E-007,1434.625000,2.6680E-007,1434.625000,3.1739E000
1434.750000,7.7820E-007,1434.750000,2.3240E-007,1434.750000,3.3485E000
1434.875000,8.9270E-007,1434.875000,2.4040E-007,1434.875000,3.7134E000
1435.000000,8.4310E-007,1435.000000,2.8570E-007,1435.000000,2.9510E000
1435.125000,8.6610E-007,1435.125000,2.9410E-007,1435.125000,2.9449E000
1435.250000,9.5710E-007,1435.250000,2.9490E-007,1435.250000,3.2455E000
1435.375000,9.2080E-007,1435.375000,3.8270E-007,1435.375000,2.4061E000
1435.500000,1.0070E-006,1435.500000,3.3170E-007,1435.500000,3.0359E000
1435.625000,9.5310E-007,1435.625000,3.2270E-007,1435.625000,2.9535E000
1435.750000,9.6900E-007,1435.750000,3.5340E-007,1435.750000,2.7419E000
1435.875000,1.0550E-006,1435.875000,3.5390E-007,1435.875000,2.9811E000
1436.000000,1.0530E-006,1436.000000,2.9640E-007,1436.000000,3.5526E000
1436.125000,1.1120E-006,1436.125000,3.9730E-007,1436.125000,2.7989E000
1436.250000,1.1350E-006,1436.250000,3.8250E-007,1436.250000,2.9673E000
1436.375000,1.1380E-006,1436.375000,3.9760E-007,1436.375000,2.8622E000
1436.500000,1.1060E-006,1436.500000,4.0440E-007,1436.500000,2.7349E000
1436.625000,1.2550E-006,1436.625000,4.9440E-007,1436.625000,2.5384E000
1436.750000,1.2520E-006,1436.750000,4.0770E-007,1436.750000,3.0709E000
1436.875000,1.2840E-006,1436.875000,4.2940E-007,1436.875000,2.9902E000
1437.000000,1.2440E-006,1437.000000,4.4040E-007,1437.000000,2.8247E000
1437.125000,1.3250E-006,1437.125000,4.8490E-007,1437.125000,2.7325E000
1437.250000,1.3880E-006,1437.250000,4.9530E-007,1437.250000,2.8023E000
1437.375000,1.4590E-006,1437.375000,4.7540E-007,1437.375000,3.0690E000
1437.500000,1.4340E-006,1437.500000,5.4430E-007,1437.500000,2.6346E000
1437.625000,1.5010E-006,1437.625000,5.3210E-007,1437.625000,2.8209E000
1437.750000,1.5090E-006,1437.750000,6.0500E-007,1437.750000,2.4942E000
1437.875000,1.5020E-006,1437.875000,5.2590E-007,1437.875000,2.8561E000
1438.000000,1.5480E-006,1438.000000,5.7850E-007,1438.000000,2.6759E000
1438.125000,1.4470E-006,1438.125000,5.1090E-007,1438.125000,2.8323E000
1438.250000,1.6290E-006,1438.250000,5.4140E-007,1438.250000,3.0089E000
1438.375000,1.7080E-006,1438.375000,6.8100E-007,1438.375000,2.5081E000
1438.500000,1.7360E-006,1438.500000,6.5360E-007,1438.500000,2.6561E000
1438.625000,1.8760E-006,1438.625000,6.6290E-007,1438.625000,2.8300E000
1438.750000,1.8780E-006,1438.750000,6.8250E-007,1438.750000,2.7516E000
1438.875000,1.9150E-006,1438.875000,7.1240E-007,1438.875000,2.6881E000
1439.000000,1.9400E-006,1439.000000,7.0530E-007,1439.000000,2.7506E000
1439.125000,2.0200E-006,1439.125000,7.7490E-007,1439.125000,2.6068E000
1439.250000,2.0950E-006,1439.250000,7.2320E-007,1439.250000,2.8968E000
1439.375000,2.0820E-006,1439.375000,8.0160E-007,1439.375000,2.5973E000
1439.500000,2.1210E-006,1439.500000,7.6580E-007,1439.500000,2.7697E000
1439.625000,2.2110E-006,1439.625000,9.3800E-007,1439.625000,2.3571E000
1439.750000,2.2410E-006,1439.750000,7.7430E-007,1439.750000,2.8942E000
1439.875000,2.2850E-006,1439.875000,8.8720E-007,1439.875000,2.5755E000
1440.000000,2.3600E-006,1440.000000,8.5530E-007,1440.000000,2.7593E000
1440.125000,2.4630E-006,1440.125000,9.7030E-007,1440.125000,2.5384E000
1440.250000,2.4650E-006,1440.250000,9.8320E-007,1440.250000,2.5071E000
1440.375000,2.5970E-006,1440.375000,1.0240E-006,1440.375000,2.5361E000
1440.500000,2.6890E-006,1440.500000,1.0730E-006,1440.500000,2.5061E000
1440.625000,2.7750E-006,1440.625000,1.0380E-006,1440.625000,2.6734E000
1440.750000,2.7900E-006,1440.750000,1.0660E-006,1440.750000,2.6173E000
1440.875000,2.9240E-006,1440.875000,1.1180E-006,1440.875000,2.6154E000
